,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Grünen-Fraktion,Grünen-Fraktion,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rajouri,Rajouri,GPE,-0.07500000,0.32500000,en,1.00000000,1233696394,1258891,P,33.37526000,74.30920000,ASIA,India,WCA
berichten,berichten,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
North Bengal,North Bengal,LOC,-0.06666667,0.27777778,en,1.00000000,,1268257,P,22.67111000,88.37472000,ASIA,India,SAS
Ostküste,Ostküste,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
des,des,GPE,0.00000000,0.00000000,de,1.00000000,4294593-8,4853828,P,41.60054000,-93.60911000,NORTH-AMERICA,United States,CNA
Lake counties,Lake counties,LOC,0.80000000,0.90000000,en,1.00000000,,5920165,H,44.53460000,-76.01579000,NORTH-AMERICA,Canada,ENA
mythisches Orangerot,mythisches Orangerot,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sturm und Regengüsse,Sturm und Regengüsse,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
lrs,lrs,GPE,0.00000000,0.00000000,de,1.00000000,,5880061,S,70.13395000,-143.58045000,NORTH-AMERICA,United States,NWN
den USA,den USA,GPE,0.00000000,0.00000000,de,1.00000000,4011446-6,2747373,P,52.07667000,4.29861000,EUROPE,The Netherlands,NEU
Arizona Valley,Arizona Valley,LOC,-0.20000000,0.50000000,en,1.00000000,4556542-9,5309842,P,34.54002000,-112.46850000,NORTH-AMERICA,United States,WNA
Hitze und Unwetter,Hitze und Unwetter,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
El Niño,El Niño,GPE,0.00000000,0.00000000,de,1.00000000,,12513655,L,-0.90231000,-89.52853000,PACIFIC,Ecuador,EPO
East Bristol,East Bristol,GPE,0.00000000,0.10000000,en,1.00000000,,4936159,P,41.70149000,-71.15505000,NORTH-AMERICA,United States,ENA
Mich.,Mich.,GPE,0.18222222,0.50444444,en,1.00000000,,1589733,P,22.91173000,105.02156000,ASIA,Vietnam,EAS
ANN ARBOR,ANN ARBOR,GPE,0.18222222,0.50444444,en,1.00000000,4079792-2,4984247,P,42.27756000,-83.74088000,NORTH-AMERICA,United States,ENA
Ann Arbor,Ann Arbor,GPE,0.18222222,0.50444444,en,1.00000000,4079792-2,4984247,P,42.27756000,-83.74088000,NORTH-AMERICA,United States,ENA
Höhe von rund,Höhe von rund,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Fahrzeugen,Fahrzeugen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Glendale,Glendale,GPE,0.05949074,0.48981481,en,1.00000000,7626308-3,5295985,P,33.53865000,-112.18599000,CENTRAL-AMERICA,United States,NCA
Rheinland-Pfalz,Rheinland-Pfalz,GPE,0.00000000,0.00000000,de,1.00000000,4049795-1,2847618,A,49.66667000,7.50000000,EUROPE,Germany,WCE
placesand,placesand,GPE,0.02159091,0.46363636,en,1.00000000,,0,,,,,,
Petacciato,Petacciato,GPE,0.00000000,0.00000000,de,1.00000000,7548080-3,3171114,P,42.00827000,14.86026000,EUROPE-AFRICA,Italy,MED
Autobahn,Autobahn,GPE,0.00000000,0.00000000,de,1.00000000,,1850115,R,35.62720000,139.62657000,ASIA,Japan,EAS
Hannover,Hannover,GPE,0.00000000,0.00000000,de,1.00000000,4023349-2,2910831,P,52.37052000,9.73322000,EUROPE,Germany,WCE
Feuer,Feuer,GPE,0.00000000,0.00000000,de,1.00000000,,2779612,T,46.76667000,12.65000000,EUROPE,Austria,WCE
Nach Großbrand,Nach Großbrand,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Peoria,Peoria,GPE,0.05949074,0.48981481,en,1.00000000,,5308480,P,33.58060000,-112.23738000,CENTRAL-AMERICA,United States,NCA
the Arizona Valley,the Arizona Valley,LOC,0.05949074,0.48981481,en,1.00000000,4556542-9,5309842,P,34.54002000,-112.46850000,NORTH-AMERICA,United States,WNA
Northern Michigan,Northern Michigan,LOC,0.00000000,0.00000000,en,1.00000000,4115139-2,5001836,A,44.25029000,-85.50033000,NORTH-AMERICA,United States,ENA
Northern Wisconsin,Northern Wisconsin,GPE,0.00000000,0.00000000,en,1.00000000,4119135-3,5279468,A,44.50024000,-90.00041000,NORTH-AMERICA,United States,CNA
Bundeswehr,Bundeswehr,GPE,0.00000000,0.00000000,de,1.00000000,,13606805,S,53.56894000,10.11032000,EUROPE,Germany,NEU
U-Booten und Digitalisierung,U-Booten und Digitalisierung,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Srinagar city,Srinagar city,GPE,-0.06666667,0.27777778,en,1.00000000,,10108780,S,34.08098000,74.80376000,ASIA,India,WCA
CHICAGO,CHICAGO,GPE,-0.00968750,0.43156250,en,1.00000000,4009921-0,4887398,P,41.85003000,-87.65005000,NORTH-AMERICA,United States,ENA
Bolivien von der,Bolivien von der,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Indi,Indi,GPE,0.08172542,0.50166976,en,1.00000000,4026722-2,1269750,A,22.00000000,79.00000000,ASIA,India,SAS
Ehingen,Ehingen,GPE,0.00000000,0.00000000,de,1.00000000,4085537-5,2932924,P,48.28259000,9.72749000,EUROPE,Germany,WCE
Nairobi,Nairobi,GPE,0.00000000,0.00000000,de,1.00000000,4041172-2,184745,P,-1.28333000,36.81667000,AFRICA,Kenya,SEAF
Scottsdale,Scottsdale,GPE,0.00000000,0.00000000,en,1.00000000,4106832-4,5313457,P,33.50921000,-111.89903000,CENTRAL-AMERICA,United States,NCA
Fountain Hills,Fountain Hills,GPE,0.00000000,0.00000000,en,1.00000000,,5295177,P,33.61171000,-111.71736000,CENTRAL-AMERICA,United States,NCA
Kansas City Tornado,Kansas City Tornado,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Apache Junction,Apache Junction,LOC,0.00000000,0.00000000,en,1.00000000,,5551535,P,33.41505000,-111.54958000,CENTRAL-AMERICA,United States,NCA
thun,thun,GPE,0.00000000,0.00000000,en,1.00000000,4059991-7,2658377,P,46.75118000,7.62166000,EUROPE,Switzerland,WCE
T'ganu,T'ganu,GPE,-0.15000000,0.45000000,en,1.00000000,,0,,,,,,
Pacific Palisades,Pacific Palisades,GPE,0.25000000,0.75000000,en,1.00000000,,5806061,P,47.41902000,-119.91450000,NORTH-AMERICA,United States,WNA
Mandeville Canyon,Mandeville Canyon,LOC,0.25000000,0.75000000,en,1.00000000,,5370069,T,34.06084000,-118.49508000,NORTH-AMERICA,United States,WNA
gelungen,gelungen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schär,Schär,GPE,0.00000000,0.00000000,en,1.00000000,,6939179,T,47.18313000,9.19797000,EUROPE,Switzerland,WCE
Africa,Africa,LOC,0.00000000,0.00000000,en,1.00000000,4000695-5,6255146,L,7.18810000,21.09375000,AFRICA,Central African Republic,CAF
Vize,Vize,GPE,0.00000000,0.00000000,de,1.00000000,6123654-8,6627609,T,-65.66758000,-65.62478000,POLAR,Antarctica,WAN
Nordsyrien,Nordsyrien,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
South Texas,South Texas,LOC,0.46666667,0.53333333,en,1.00000000,,12217092,L,28.92040000,-98.57720000,CENTRAL-AMERICA,United States,NCA
lnw,lnw,GPE,0.00000000,0.00000000,de,1.00000000,,6953040,S,52.10500000,-3.63200000,EUROPE,United Kingdom,NEU
LA,LA,GPE,0.00000000,0.00000000,en,1.00000000,4127847-1,3911925,P,-16.50000000,-68.15000000,SOUTH-AMERICA,Bolivia,SAM
Falle,Falle,GPE,0.00000000,0.00000000,de,1.00000000,,6020462,H,47.51417000,-73.64361000,NORTH-AMERICA,Canada,ENA
Pulau Pinang,Pulau Pinang,GPE,-0.15000000,0.45000000,en,1.00000000,4115892-1,1733047,A,5.37677000,100.25848000,ASIA,Malaysia,SEA
Mitbewerber,Mitbewerber,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Typhoon Halong's,Typhoon Halong's,GPE,-0.16666667,0.13333333,en,1.00000000,,0,,,,,,
Parteien,Parteien,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bolivien von,Bolivien von,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Menschen,Menschen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ehingen ab,Ehingen ab,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mesa,Mesa,GPE,0.00000000,0.00000000,en,1.00000000,4201778-6,5304391,P,33.42227000,-111.82264000,CENTRAL-AMERICA,United States,NCA
Northern Cal,Northern Cal,LOC,0.00000000,0.00000000,en,1.00000000,,5501113,P,35.30555000,-114.88359000,NORTH-AMERICA,United States,WNA
alle,alle,GPE,0.00000000,0.00000000,de,1.00000000,,3245396,U,59.98444000,2.74889000,EUROPE,,NEU
NEW DELHI,NEW DELHI,GPE,0.01201299,0.50194805,en,1.00000000,,1261481,P,28.62137000,77.21480000,ASIA,India,SAS
Tampa Bay,Tampa Bay,LOC,0.33333333,0.20000000,en,1.00000000,4357028-8,6955101,L,27.87307000,-82.51007000,NORTH-AMERICA,United States,ENA
Fla.,Fla.,GPE,-0.40000000,0.40000000,en,1.00000000,,6453361,A,60.42910000,9.46611000,EUROPE,Norway,NEU
